,Affluence_Indicator,Apple_Mac_Code,Avg_Household_Income,Avg_Sell_price,Days_group,Expiring_Dollars,Expiring_Students,ID,Lunch_Program_Eligible_Students,Metro_Code,PC_Code,Poverty_Level_Code,Renew_delay,Renewal_Date,Software_budget_per_head,State,Subscription_End_Date,Subscription_Status,Title_1_Code,Training_Budget_Per_head
19098,1.0,ZZ,B,8.0,11.0,3440,430,210996,0.0,U,ZZ,ZZ,999.0,ZZ,ZZ,Florida,2017-09-30,Renewed,ZZ,ZZ
19099,2.0,E,E,8.0,11.0,5200,650,202749,484.0,T,H,D,999.0,ZZ,G,Florida,2017-09-30,Renewed,C,D
19100,2.0,E,E,8.0,11.0,6600,825,212373,690.0,T,H,D,999.0,ZZ,G,Florida,2017-09-30,Renewed,C,D
19101,3.0,J,L,8.0,11.0,4000,500,203916,461.0,S,J,C,999.0,ZZ,G,Florida,2017-09-30,Renewed,B,E
19102,1.0,J,I,8.0,11.0,3440,430,204153,436.0,S,H,C,999.0,ZZ,G,Florida,2017-09-30,Not Renewed,B,E
19103,5.0,J,Q,8.0,11.0,3400,425,204438,408.0,S,J,C,999.0,ZZ,G,Florida,2017-09-30,Not Renewed,B,E
19104,ZZ,ZZ,ZZ,8.0,11.0,1920,240,204627,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Florida,2017-09-30,Not Renewed,ZZ,ZZ
19105,3.0,J,L,8.0,11.0,1920,240,204969,478.0,S,J,C,999.0,ZZ,G,Florida,2017-09-30,Not Renewed,B,E
19106,1.0,E,D,8.0,11.0,7400,925,205221,580.0,R,H,D,999.0,ZZ,G,Florida,2017-09-30,Renewed,B,D
19107,1.0,J,D,8.0,11.0,1928,241,205851,664.0,U,J,C,999.0,ZZ,G,Florida,2017-09-30,Not Renewed,B,E
19108,1.0,J,D,8.0,11.0,3080,385,206667,480.0,S,J,C,999.0,ZZ,G,Florida,2017-09-30,Not Renewed,B,E
19109,3.0,J,M,8.0,11.0,4800,600,207129,388.0,S,J,C,999.0,ZZ,G,Florida,2017-09-30,Renewed,B,E
19110,3.0,H,F,8.0,11.0,4000,500,336741,484.0,U,H,D,999.0,ZZ,F,Ohio,2017-09-30,Renewed,D,B
19111,1.0,ZZ,H,8.0,11.0,2400,300,319332,0.0,U,ZZ,ZZ,999.0,ZZ,ZZ,Ohio,2017-09-30,Renewed,ZZ,ZZ
19112,1.0,H,E,8.0,11.0,5200,650,296034,559.0,U,H,C,999.0,ZZ,G,Kentucky,2017-09-30,Renewed,B,D
19113,2.0,H,K,8.0,11.0,4160,520,296271,93.0,U,H,C,999.0,ZZ,G,Kentucky,2017-09-30,Renewed,B,D
19114,3.0,K,J,8.0,11.0,4640,580,295191,264.0,R,H,C,999.0,ZZ,B,Kentucky,2017-09-30,Renewed,B,B
19115,3.0,ZZ,J,8.0,11.0,2240,280,297657,0.0,U,ZZ,ZZ,999.0,ZZ,ZZ,Kentucky,2017-09-30,Renewed,ZZ,ZZ
19116,1.0,B,G,8.0,11.0,4200,525,296613,336.0,ZZ,G,C,999.0,ZZ,G,Kentucky,2017-09-30,Renewed,B,D
19117,ZZ,ZZ,ZZ,8.0,11.0,1920,240,308535,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Ohio,2017-09-30,Not Renewed,ZZ,ZZ
19118,ZZ,ZZ,ZZ,8.0,11.0,1920,240,308985,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Ohio,2017-09-30,Not Renewed,ZZ,ZZ
19119,1.0,A,D,8.0,11.0,3200,400,311652,238.0,R,F,D,999.0,ZZ,E,Ohio,2017-09-30,Renewed,C,B
19120,1.0,K,C,8.0,11.0,7000,875,288444,365.0,T,F,C,999.0,ZZ,G,Kentucky,2017-09-30,Renewed,B,D
19121,1.0,A,C,8.0,11.0,5840,730,288633,510.0,T,H,C,999.0,ZZ,G,Kentucky,2017-09-30,Renewed,C,D
19122,2.0,A,D,8.0,11.0,2368,296,288762,150.0,R,H,C,999.0,ZZ,G,Kentucky,2017-09-30,Renewed,C,D
19123,2.0,A,F,8.0,11.0,2608,326,288861,236.0,T,H,C,999.0,ZZ,G,Kentucky,2017-09-30,Renewed,C,D
19124,1.0,C,D,8.0,11.0,3200,400,280344,369.0,T,H,D,999.0,ZZ,G,Mississippi,2017-09-30,Renewed,D,D
19125,1.0,D,J,8.0,11.0,4000,500,292119,402.0,S,G,C,999.0,ZZ,H,Kentucky,2017-09-30,Renewed,B,E
19126,2.0,D,J,8.0,11.0,2920,365,292281,191.0,ZZ,G,C,999.0,ZZ,H,Kentucky,2017-09-30,Renewed,B,E
19127,1.0,ZZ,B,8.0,11.0,1920,240,293289,0.0,R,ZZ,ZZ,999.0,ZZ,ZZ,Kentucky,2017-09-30,Renewed,ZZ,ZZ
19128,2.0,K,I,8.0,11.0,3200,400,278532,267.0,S,G,C,999.0,ZZ,G,Mississippi,2017-09-30,Renewed,B,D
19129,4.0,F,E,8.0,11.0,4912,614,278697,429.0,S,G,C,999.0,ZZ,H,Mississippi,2017-09-30,Renewed,D,E
19130,3.0,C,H,8.0,11.0,4080,510,277854,372.0,ZZ,H,D,999.0,ZZ,G,Mississippi,2017-09-30,Renewed,C,D
19131,2.0,B,B,8.0,11.0,2336,292,275865,222.0,U,G,D,999.0,ZZ,E,Mississippi,2017-09-30,Renewed,D,C
19132,4.0,A,B,8.0,11.0,4120,515,275145,425.0,R,F,D,999.0,ZZ,E,Mississippi,2017-09-30,Renewed,D,C
19133,ZZ,ZZ,ZZ,8.0,11.0,1960,245,270276,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Mississippi,2017-09-30,Not Renewed,ZZ,ZZ
19134,1.0,C,B,8.0,11.0,2800,350,270312,353.0,R,F,D,999.0,ZZ,G,Mississippi,2017-09-30,Not Renewed,C,D
19135,3.0,C,B,8.0,11.0,2560,320,268461,330.0,T,E,D,999.0,ZZ,E,Mississippi,2017-09-30,Not Renewed,D,C
19136,2.0,A,C,8.0,11.0,3600,450,268662,367.0,T,F,D,999.0,ZZ,D,Mississippi,2017-09-30,Renewed,D,B
19137,1.0,ZZ,A,8.0,11.0,1920,240,273639,0.0,T,ZZ,ZZ,999.0,ZZ,ZZ,Mississippi,2017-09-30,Renewed,ZZ,ZZ
19138,2.0,B,J,8.0,11.0,7760,970,273243,675.0,R,F,C,999.0,ZZ,G,Mississippi,2017-09-30,Renewed,B,D
19140,1.0,F,H,8.0,11.0,3120,390,366222,292.0,S,K,C,999.0,ZZ,Z,Indiana,2017-09-30,Renewed,B,Z
19142,ZZ,ZZ,ZZ,8.0,11.0,2824,353,387153,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Michigan,2017-09-30,Not Renewed,ZZ,ZZ
19143,1.0,E,J,8.0,11.0,2496,312,389703,163.0,S,G,C,999.0,ZZ,H,Michigan,2017-09-30,Renewed,B,C
19144,4.0,H,Q,8.0,11.0,2200,275,391353,24.0,S,G,A,999.0,ZZ,G,Michigan,2017-09-30,Renewed,A,C
19145,4.0,ZZ,N,8.0,11.0,2120,265,393954,0.0,S,ZZ,ZZ,999.0,ZZ,ZZ,Michigan,2017-09-30,Renewed,ZZ,ZZ
19146,1.0,C,G,8.0,11.0,3200,400,400323,165.0,R,F,C,999.0,ZZ,E,Michigan,2017-09-30,Renewed,C,B
19147,1.0,E,E,8.0,11.0,2560,320,400479,204.0,T,G,C,999.0,ZZ,E,Michigan,2017-09-30,Renewed,C,B
19148,ZZ,ZZ,ZZ,8.0,11.0,1920,240,399360,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Michigan,2017-09-30,Not Renewed,ZZ,ZZ
19149,3.0,ZZ,K,8.0,11.0,1920,240,398421,0.0,U,ZZ,ZZ,999.0,ZZ,ZZ,Michigan,2017-09-30,Renewed,ZZ,ZZ
19151,3.0,B,O,8.0,11.0,1920,240,406857,140.0,R,F,B,999.0,ZZ,Z,Michigan,2017-09-30,Renewed,B,Z
19152,1.0,A,H,8.0,11.0,3152,394,409272,295.0,U,F,C,999.0,ZZ,G,Michigan,2017-09-30,Renewed,B,C
19153,1.0,D,H,8.0,11.0,4480,560,410082,504.0,T,D,C,999.0,ZZ,E,Michigan,2017-09-30,Renewed,B,B
19154,2.0,C,G,8.0,11.0,2192,274,406599,194.0,R,F,C,999.0,ZZ,E,Michigan,2017-09-30,Renewed,C,B
19155,2.0,F,K,8.0,11.0,2000,250,415248,201.0,R,B,B,999.0,ZZ,F,Michigan,2017-09-30,Renewed,A,B
19156,1.0,D,G,8.0,11.0,5040,630,421740,134.0,R,F,B,999.0,ZZ,Z,Michigan,2017-09-30,Renewed,B,Z
19157,ZZ,ZZ,ZZ,8.0,11.0,1920,240,615828,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Nebraska,2017-09-30,Not Renewed,ZZ,ZZ
19158,2.0,ZZ,H,8.0,11.0,2800,350,605463,0.0,T,ZZ,ZZ,999.0,ZZ,ZZ,Kansas,2017-09-30,Renewed,ZZ,ZZ
19160,ZZ,ZZ,ZZ,8.0,11.0,1920,240,606501,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Kansas,2017-09-30,Not Renewed,ZZ,ZZ
19161,ZZ,ZZ,ZZ,8.0,11.0,1920,240,604341,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Kansas,2017-09-30,Not Renewed,ZZ,ZZ
19162,3.0,ZZ,N,8.0,11.0,2400,300,602199,0.0,R,ZZ,ZZ,999.0,ZZ,ZZ,Kansas,2017-09-30,Renewed,ZZ,ZZ
19164,3.0,B,J,8.0,11.0,1920,240,597744,60.0,R,F,B,999.0,ZZ,E,Kansas,2017-09-30,Renewed,A,B
19165,3.0,B,J,8.0,11.0,1920,240,597870,82.0,R,F,B,999.0,ZZ,E,Kansas,2017-09-30,Renewed,A,B
19166,5.0,K,M,8.0,11.0,1920,240,597987,69.0,R,D,B,999.0,ZZ,E,Kansas,2017-09-30,Renewed,B,B
19167,3.0,K,C,8.0,11.0,2000,250,588270,103.0,R,E,D,999.0,ZZ,Z,Missouri,2017-09-30,Renewed,D,Z
19168,3.0,C,F,8.0,11.0,2000,250,588438,226.0,R,D,D,999.0,ZZ,F,Missouri,2017-09-30,Renewed,D,B
19169,ZZ,ZZ,ZZ,8.0,11.0,1920,240,595686,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Kansas,2017-09-30,Not Renewed,ZZ,ZZ
19170,3.0,ZZ,K,8.0,11.0,1920,240,594033,0.0,R,ZZ,ZZ,999.0,ZZ,ZZ,Kansas,2017-09-30,Renewed,ZZ,ZZ
19171,3.0,G,C,8.0,11.0,2032,254,571446,277.0,S,G,D,999.0,ZZ,H,Missouri,2017-09-30,Not Renewed,D,C
19172,3.0,H,N,8.0,11.0,2864,358,572145,196.0,S,D,C,999.0,ZZ,G,Missouri,2017-09-30,Renewed,B,C
19173,2.0,H,M,8.0,11.0,2856,357,567087,137.0,S,D,C,999.0,ZZ,G,Missouri,2017-09-30,Renewed,B,C
19174,2.0,H,K,8.0,11.0,2856,357,567180,230.0,S,D,C,999.0,ZZ,G,Missouri,2017-09-30,Renewed,B,C
19175,5.0,ZZ,P,8.0,11.0,1920,240,565746,0.0,S,ZZ,ZZ,999.0,ZZ,ZZ,Missouri,2017-09-30,Renewed,ZZ,ZZ
19177,1.0,K,G,8.0,11.0,1920,240,582711,216.0,ZZ,G,D,999.0,ZZ,Z,Missouri,2017-09-30,Renewed,C,Z
19178,1.0,K,F,8.0,11.0,1920,240,583029,103.0,R,E,D,999.0,ZZ,E,Missouri,2017-09-30,Renewed,C,B
19179,2.0,ZZ,J,8.0,11.0,1920,240,584802,0.0,U,ZZ,ZZ,999.0,ZZ,ZZ,Missouri,2017-09-30,Renewed,ZZ,ZZ
19181,1.0,ZZ,F,8.0,11.0,1920,240,562728,0.0,T,ZZ,ZZ,999.0,ZZ,ZZ,Illinois,2017-09-30,Renewed,ZZ,ZZ
19182,2.0,B,H,8.0,11.0,2560,320,553623,196.0,T,F,C,999.0,ZZ,Z,Illinois,2017-09-30,Renewed,C,Z
19183,4.0,J,F,8.0,11.0,6120,765,538461,1341.0,U,J,D,999.0,ZZ,F,Illinois,2017-09-30,Not Renewed,D,B
19184,3.0,G,H,8.0,11.0,2560,320,546123,301.0,U,F,C,999.0,ZZ,H,Illinois,2017-09-30,Renewed,C,D
19185,2.0,E,M,8.0,11.0,1920,240,548295,96.0,R,B,B,999.0,ZZ,E,Illinois,2017-09-30,Renewed,A,B
19186,4.0,ZZ,L,8.0,11.0,1960,245,537096,0.0,U,ZZ,ZZ,999.0,ZZ,ZZ,Illinois,2017-09-30,Renewed,ZZ,ZZ
19187,5.0,ZZ,Q,8.0,11.0,2160,270,520197,0.0,U,ZZ,ZZ,999.0,ZZ,ZZ,Illinois,2017-09-30,Renewed,ZZ,ZZ
19188,5.0,G,P,8.0,11.0,2640,330,520860,91.0,S,C,B,999.0,ZZ,G,Illinois,2017-09-30,Renewed,A,C
19189,5.0,F,Q,8.0,11.0,2680,335,514560,19.0,S,A,A,999.0,ZZ,G,Illinois,2017-09-30,Renewed,A,C
19190,4.0,H,L,8.0,11.0,1920,240,507462,93.0,U,H,B,999.0,ZZ,D,Montana,2017-09-30,Renewed,B,A
19193,5.0,C,H,8.0,11.0,1920,240,504480,24.0,R,C,B,999.0,ZZ,E,North Dakota,2017-09-30,Renewed,B,B
19194,2.0,F,L,8.0,11.0,2400,300,491148,174.0,R,F,B,999.0,ZZ,E,Minnesota,2017-09-30,Renewed,A,B
19195,5.0,ZZ,O,8.0,11.0,1920,240,478086,0.0,T,ZZ,ZZ,999.0,ZZ,ZZ,Minnesota,2017-09-30,Renewed,ZZ,ZZ
19197,4.0,ZZ,K,8.0,11.0,1920,240,489375,0.0,R,ZZ,ZZ,999.0,ZZ,ZZ,Minnesota,2017-09-30,Renewed,ZZ,ZZ
19198,3.0,ZZ,K,8.0,11.0,1920,240,490515,0.0,T,ZZ,ZZ,999.0,ZZ,ZZ,Minnesota,2017-09-30,Renewed,ZZ,ZZ
19199,3.0,ZZ,K,8.0,11.0,1920,240,490047,0.0,R,ZZ,ZZ,999.0,ZZ,ZZ,Minnesota,2017-09-30,Renewed,ZZ,ZZ
19200,4.0,ZZ,N,8.0,11.0,1920,240,476850,0.0,S,ZZ,ZZ,999.0,ZZ,ZZ,Minnesota,2017-09-30,Renewed,ZZ,ZZ
19201,3.0,C,K,8.0,11.0,1920,240,487152,68.0,R,D,B,999.0,ZZ,E,Minnesota,2017-09-30,Renewed,B,B
19202,2.0,E,M,8.0,11.0,1920,240,488271,51.0,R,E,B,999.0,ZZ,E,Minnesota,2017-09-30,Renewed,A,B
19204,4.0,A,N,8.0,11.0,1920,240,443520,29.0,R,F,B,999.0,ZZ,G,Wisconsin,2017-09-30,Renewed,A,C
19205,4.0,ZZ,O,8.0,11.0,1920,240,456762,0.0,U,ZZ,ZZ,999.0,ZZ,ZZ,Wisconsin,2017-09-30,Renewed,ZZ,ZZ
19206,3.0,D,K,8.0,11.0,2240,280,458691,188.0,R,D,B,999.0,ZZ,E,Wisconsin,2017-09-30,Renewed,A,B
19207,3.0,ZZ,L,8.0,11.0,2720,340,433752,0.0,U,ZZ,ZZ,999.0,ZZ,ZZ,Iowa,2017-09-30,Renewed,ZZ,ZZ
19208,2.0,F,I,8.0,11.0,2640,330,440463,137.0,T,E,C,999.0,ZZ,E,Iowa,2017-09-30,Renewed,C,A
19209,3.0,D,J,8.0,11.0,1920,240,436716,70.0,R,D,C,999.0,ZZ,E,Iowa,2017-09-30,Renewed,B,B
19210,ZZ,ZZ,ZZ,8.0,11.0,1920,240,424911,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Iowa,2017-09-30,Not Renewed,ZZ,ZZ
19211,1.0,D,F,8.0,11.0,4728,591,430341,480.0,T,H,B,999.0,ZZ,E,Nevada,2017-09-30,Renewed,A,D
19212,5.0,E,L,8.0,11.0,1920,240,429336,154.0,R,K,C,999.0,ZZ,E,Iowa,2017-09-30,Renewed,C,B
19213,2.0,K,F,8.0,11.0,1920,240,674133,61.0,R,G,C,999.0,ZZ,E,Texas,2017-09-30,Renewed,B,C
19214,2.0,C,D,8.0,11.0,3200,400,673632,363.0,T,G,C,999.0,ZZ,H,Texas,2017-09-30,Renewed,B,E
19215,5.0,C,L,8.0,11.0,4240,530,673737,221.0,ZZ,G,C,999.0,ZZ,H,Texas,2017-09-30,Renewed,B,E
19217,5.0,K,N,8.0,11.0,2800,350,674427,127.0,R,F,C,999.0,ZZ,E,Texas,2017-09-30,Renewed,B,C
19218,4.0,E,B,8.0,11.0,4400,550,674505,374.0,ZZ,H,D,999.0,ZZ,H,Texas,2017-09-30,Renewed,C,E
19219,3.0,K,G,8.0,11.0,1960,245,675372,265.0,R,F,D,999.0,ZZ,E,Texas,2017-09-30,Renewed,C,C
19220,5.0,F,P,8.0,11.0,3200,400,668349,161.0,S,H,B,999.0,ZZ,G,Texas,2017-09-30,Renewed,A,E
19221,5.0,E,P,8.0,11.0,3200,400,668442,301.0,S,I,C,999.0,ZZ,G,Texas,2017-09-30,Renewed,B,E
19222,4.0,A,N,8.0,11.0,2000,250,669552,130.0,R,F,C,999.0,ZZ,Z,Texas,2017-09-30,Renewed,A,Z
19223,4.0,ZZ,O,8.0,11.0,1920,240,672681,0.0,U,ZZ,ZZ,999.0,ZZ,ZZ,Texas,2017-09-30,Renewed,ZZ,ZZ
19224,4.0,F,G,8.0,11.0,1920,240,670473,139.0,R,F,D,999.0,ZZ,D,Texas,2017-09-30,Renewed,C,B
19225,ZZ,ZZ,ZZ,8.0,11.0,2600,325,670638,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Texas,2017-09-30,Not Renewed,ZZ,ZZ
19226,2.0,A,C,8.0,11.0,2720,340,679179,246.0,R,H,C,999.0,ZZ,E,Texas,2017-09-30,Renewed,B,C
19227,4.0,B,K,8.0,11.0,4344,543,681357,391.0,T,H,C,999.0,ZZ,G,Texas,2017-09-30,Renewed,B,D
19228,2.0,H,A,8.0,11.0,14000,1750,682560,1360.0,U,J,D,999.0,ZZ,F,Texas,2017-09-30,Renewed,C,C
19229,2.0,H,A,8.0,11.0,6400,800,682608,651.0,U,J,D,999.0,ZZ,F,Texas,2017-09-30,Renewed,C,C
19230,2.0,H,A,8.0,11.0,3200,400,682656,402.0,U,J,D,999.0,ZZ,F,Texas,2017-09-30,Renewed,C,C
19231,2.0,H,A,8.0,11.0,4000,500,682680,617.0,U,J,D,999.0,ZZ,F,Texas,2017-09-30,Renewed,C,C
19232,2.0,H,D,8.0,11.0,5000,625,682743,639.0,U,J,D,999.0,ZZ,F,Texas,2017-09-30,Renewed,C,C
19233,2.0,H,C,8.0,11.0,4096,512,682785,498.0,U,J,D,999.0,ZZ,F,Texas,2017-09-30,Renewed,C,C
19234,2.0,H,D,8.0,11.0,7200,900,682815,1026.0,U,J,D,999.0,ZZ,F,Texas,2017-09-30,Renewed,C,C
19235,5.0,H,L,8.0,11.0,2560,320,682878,438.0,U,J,D,999.0,ZZ,F,Texas,2017-09-30,Not Renewed,C,C
19236,5.0,D,Q,8.0,11.0,2560,320,679818,115.0,ZZ,G,B,999.0,ZZ,G,Texas,2017-09-30,Renewed,A,D
19237,1.0,I,C,8.0,11.0,2000,250,679935,762.0,U,I,C,999.0,ZZ,G,Texas,2017-09-30,Not Renewed,B,E
19238,4.0,I,M,8.0,11.0,5280,660,680145,801.0,U,I,C,999.0,ZZ,G,Texas,2017-09-30,Renewed,B,E
19239,3.0,I,J,8.0,11.0,6400,800,680241,478.0,U,I,C,999.0,ZZ,G,Texas,2017-09-30,Renewed,B,E
19240,5.0,I,P,8.0,11.0,3840,480,680382,267.0,U,I,C,999.0,ZZ,G,Texas,2017-09-30,Renewed,B,E
19241,4.0,I,N,8.0,11.0,3200,400,680568,404.0,U,I,C,999.0,ZZ,G,Texas,2017-09-30,Renewed,B,E
19242,5.0,E,M,8.0,11.0,3368,421,680607,186.0,S,H,C,999.0,ZZ,G,Texas,2017-09-30,Renewed,B,D
19243,5.0,E,M,8.0,11.0,3576,447,680658,230.0,S,H,C,999.0,ZZ,G,Texas,2017-09-30,Renewed,B,D
19244,ZZ,ZZ,ZZ,8.0,11.0,1920,240,680886,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Texas,2017-09-30,Not Renewed,ZZ,ZZ
19245,4.0,E,J,8.0,11.0,5600,700,676578,398.0,T,F,C,999.0,ZZ,H,Texas,2017-09-30,Renewed,B,E
19246,2.0,F,A,8.0,11.0,1920,240,659394,308.0,U,I,C,999.0,ZZ,G,Oklahoma,2017-09-30,Not Renewed,C,E
19247,2.0,E,I,8.0,11.0,1920,240,658176,86.0,R,C,C,999.0,ZZ,Z,Oklahoma,2017-09-30,Renewed,B,Z
19248,4.0,E,H,8.0,11.0,5400,675,665688,616.0,U,G,C,999.0,ZZ,G,Texas,2017-09-30,Renewed,B,D
19249,4.0,E,L,8.0,11.0,3960,495,666180,204.0,S,I,C,999.0,ZZ,G,Texas,2017-09-30,Renewed,B,E
19250,3.0,E,H,8.0,11.0,3968,496,666315,218.0,S,I,C,999.0,ZZ,G,Texas,2017-09-30,Renewed,B,E
19251,3.0,E,H,8.0,11.0,4960,620,666366,605.0,S,I,C,999.0,ZZ,G,Texas,2017-09-30,Renewed,B,E
19252,3.0,E,F,8.0,11.0,2000,250,666399,260.0,S,I,C,999.0,ZZ,G,Texas,2017-09-30,Renewed,B,E
19253,3.0,E,F,8.0,11.0,3600,450,666444,806.0,S,I,C,999.0,ZZ,G,Texas,2017-09-30,Not Renewed,B,E
19254,4.0,E,L,8.0,11.0,3280,410,666501,406.0,S,I,C,999.0,ZZ,G,Texas,2017-09-30,Renewed,B,E
19255,2.0,I,I,8.0,11.0,4800,600,666672,397.0,S,I,C,999.0,ZZ,G,Texas,2017-09-30,Renewed,B,E
19256,1.0,ZZ,B,8.0,11.0,2480,310,693819,0.0,U,ZZ,ZZ,999.0,ZZ,ZZ,Texas,2017-09-30,Renewed,ZZ,ZZ
19257,4.0,K,E,8.0,11.0,3800,475,698031,299.0,R,F,D,999.0,ZZ,E,Texas,2017-09-30,Renewed,C,C
19258,3.0,H,M,8.0,11.0,3200,400,697119,224.0,U,I,B,999.0,ZZ,G,Texas,2017-09-30,Renewed,A,E
19259,1.0,G,G,8.0,11.0,5224,653,697416,489.0,T,H,C,999.0,ZZ,G,Texas,2017-09-30,Renewed,B,D
19260,4.0,H,E,8.0,11.0,4800,600,695178,839.0,U,I,D,999.0,ZZ,G,Texas,2017-09-30,Renewed,C,E
19261,5.0,H,P,8.0,11.0,5280,660,700713,126.0,S,J,B,999.0,ZZ,G,Texas,2017-09-30,Renewed,A,E
19262,3.0,K,G,8.0,11.0,3400,425,699105,308.0,R,F,C,999.0,ZZ,D,Texas,2017-09-30,Renewed,B,B
19263,3.0,K,I,8.0,11.0,2800,350,699768,202.0,T,F,C,999.0,ZZ,E,Texas,2017-09-30,Renewed,B,C
19264,5.0,H,Q,8.0,11.0,4520,565,698532,37.0,U,I,B,999.0,ZZ,G,Texas,2017-09-30,Renewed,A,E
19265,5.0,H,L,8.0,11.0,2800,350,698904,577.0,S,I,D,999.0,ZZ,G,Texas,2017-09-30,Not Renewed,C,E
19266,4.0,G,M,8.0,11.0,3000,375,701445,294.0,R,G,C,999.0,ZZ,H,Texas,2017-09-30,Renewed,B,E
19267,1.0,F,H,8.0,11.0,5760,720,701523,578.0,S,G,C,999.0,ZZ,H,Texas,2017-09-30,Renewed,B,E
19268,1.0,D,J,8.0,11.0,4200,525,699924,500.0,S,H,B,999.0,ZZ,G,Texas,2017-09-30,Renewed,A,E
19269,4.0,D,Q,8.0,11.0,3080,385,700299,22.0,U,H,B,999.0,ZZ,G,Texas,2017-09-30,Renewed,A,E
19270,2.0,H,C,8.0,11.0,4800,600,704262,639.0,U,G,D,999.0,ZZ,G,Texas,2017-09-30,Renewed,C,D
19271,5.0,E,L,8.0,11.0,2560,320,703875,222.0,R,E,C,999.0,ZZ,B,Texas,2017-09-30,Renewed,C,A
19272,ZZ,ZZ,ZZ,8.0,11.0,3240,405,705969,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Texas,2017-09-30,Not Renewed,ZZ,ZZ
19273,4.0,H,Z,8.0,11.0,3200,400,706101,355.0,U,H,C,999.0,ZZ,G,Texas,2017-09-30,Renewed,B,E
19274,4.0,H,Z,8.0,11.0,3200,400,706197,387.0,U,H,C,999.0,ZZ,G,Texas,2017-09-30,Renewed,B,E
19275,3.0,E,N,8.0,11.0,1920,240,690126,95.0,U,H,B,999.0,ZZ,G,Texas,2017-09-30,Renewed,A,D
19276,3.0,K,C,8.0,11.0,1920,240,688536,140.0,R,F,C,999.0,ZZ,D,Texas,2017-09-30,Renewed,C,B
19277,3.0,A,I,8.0,11.0,2880,360,689457,300.0,R,G,C,999.0,ZZ,E,Texas,2017-09-30,Renewed,B,C
19278,5.0,F,O,8.0,11.0,4000,500,689196,100.0,R,E,B,999.0,ZZ,E,Texas,2017-09-30,Renewed,A,C
19279,4.0,F,J,8.0,11.0,2480,310,690939,212.0,U,H,C,999.0,ZZ,G,Texas,2017-09-30,Renewed,B,D
19280,2.0,F,F,8.0,11.0,3600,450,691044,418.0,U,H,C,999.0,ZZ,G,Texas,2017-09-30,Renewed,B,D
19281,2.0,F,F,8.0,11.0,3680,460,691116,235.0,U,H,C,999.0,ZZ,G,Texas,2017-09-30,Renewed,B,D
19282,5.0,F,L,8.0,11.0,2000,250,691212,204.0,R,H,C,999.0,ZZ,G,Texas,2017-09-30,Renewed,B,D
19283,1.0,I,B,8.0,11.0,2000,250,687852,362.0,U,H,C,999.0,ZZ,G,Texas,2017-09-30,Not Renewed,B,E
19284,2.0,I,H,8.0,11.0,2136,267,688044,314.0,S,H,C,999.0,ZZ,G,Texas,2017-09-30,Renewed,B,E
19285,3.0,A,L,8.0,11.0,2120,265,686502,152.0,R,E,C,999.0,ZZ,E,Texas,2017-09-30,Renewed,B,C
19286,4.0,D,K,8.0,11.0,3840,480,686877,306.0,T,F,C,999.0,ZZ,E,Texas,2017-09-30,Renewed,B,C
19287,3.0,ZZ,L,8.0,11.0,3840,480,684357,0.0,S,ZZ,ZZ,999.0,ZZ,ZZ,Texas,2017-09-30,Renewed,ZZ,ZZ
19288,2.0,ZZ,K,8.0,11.0,1920,240,684996,0.0,R,ZZ,ZZ,999.0,ZZ,ZZ,Texas,2017-09-30,Renewed,ZZ,ZZ
19289,5.0,A,I,8.0,11.0,1920,240,685887,112.0,T,F,C,999.0,ZZ,G,Texas,2017-09-30,Renewed,C,E
19290,4.0,D,K,8.0,11.0,3600,450,686073,174.0,T,F,B,999.0,ZZ,G,Texas,2017-09-30,Renewed,A,E
19291,4.0,K,L,8.0,11.0,2488,311,686166,149.0,R,E,B,999.0,ZZ,E,Texas,2017-09-30,Renewed,A,C
19292,3.0,K,C,8.0,11.0,1920,240,679647,144.0,R,E,C,999.0,ZZ,H,Texas,2017-09-30,Renewed,C,D
19293,5.0,G,Q,8.0,11.0,3200,400,681786,335.0,S,H,B,999.0,ZZ,G,Texas,2017-09-30,Renewed,A,E
19294,2.0,H,B,8.0,11.0,5400,675,683649,737.0,U,J,D,999.0,ZZ,F,Texas,2017-09-30,Renewed,C,C
19295,2.0,H,B,8.0,11.0,4600,575,683682,673.0,U,J,D,999.0,ZZ,F,Texas,2017-09-30,Renewed,C,C
19296,5.0,H,P,8.0,11.0,5200,650,683790,196.0,S,J,D,999.0,ZZ,F,Texas,2017-09-30,Renewed,C,C
