,Affluence_Indicator,Apple_Mac_Code,Avg_Household_Income,Avg_Sell_price,Days_group,Expiring_Dollars,Expiring_Students,ID,Lunch_Program_Eligible_Students,Metro_Code,PC_Code,Poverty_Level_Code,Renew_delay,Renewal_Date,Software_budget_per_head,State,Subscription_End_Date,Subscription_Status,Title_1_Code,Training_Budget_Per_head
174,3.0,B,I,7.0,2.0,4200,600,367944,482.0,R,H,C,-95.0,2016-10-28 00:00:00,H,Indiana,2017-01-31,Renewed,B,C
175,3.0,G,K,7.0,6.0,2870,410,429000,114.0,U,G,B,52.0,2017-03-24 00:00:00,H,Iowa,2017-01-31,Renewed,A,C
176,2.0,G,M,7.0,3.0,1680,240,435507,150.0,T,E,B,-46.0,2016-12-16 00:00:00,E,Iowa,2017-01-31,Renewed,A,B
177,2.0,F,N,7.0,3.0,1750,250,444498,251.0,S,G,B,-50.0,2016-12-12 00:00:00,H,Wisconsin,2017-01-31,Renewed,A,C
178,1.0,ZZ,E,7.0,2.0,1680,240,446376,0.0,S,ZZ,ZZ,-96.0,2016-10-27 00:00:00,ZZ,Wisconsin,2017-01-31,Renewed,ZZ,ZZ
179,5.0,D,P,7.0,3.0,1680,240,500508,22.0,S,G,B,-50.0,2016-12-12 00:00:00,H,North Dakota,2017-01-31,Renewed,B,C
180,5.0,D,N,7.0,4.0,3045,435,500907,236.0,S,G,B,-8.0,2017-01-23 00:00:00,H,North Dakota,2017-01-31,Renewed,B,C
181,5.0,A,M,7.0,3.0,1680,240,503025,25.0,R,E,B,-78.0,2016-11-14 00:00:00,E,North Dakota,2017-01-31,Renewed,C,B
182,5.0,J,N,7.0,3.0,3416,488,541239,488.0,U,J,D,-53.0,2016-12-09 00:00:00,F,Illinois,2017-01-31,Renewed,D,B
183,3.0,J,J,7.0,4.0,2457,351,542049,210.0,U,J,D,-18.0,2017-01-13 00:00:00,F,Illinois,2017-01-31,Renewed,D,B
185,3.0,K,O,7.0,3.0,2100,300,557361,54.0,T,E,B,-35.0,2016-12-27 00:00:00,E,Illinois,2017-01-31,Renewed,A,B
186,4.0,D,I,7.0,1.0,2100,300,575145,246.0,U,G,C,-194.0,2016-07-21 00:00:00,G,Missouri,2017-01-31,Renewed,C,B
187,2.0,ZZ,I,7.0,4.0,1680,240,594609,0.0,T,ZZ,ZZ,-18.0,2017-01-13 00:00:00,ZZ,Kansas,2017-01-31,Renewed,ZZ,ZZ
188,2.0,K,C,7.0,4.0,2100,300,602547,191.0,R,E,C,-6.0,2017-01-25 00:00:00,E,Kansas,2017-01-31,Renewed,B,B
189,3.0,B,I,7.0,8.0,1862,266,611823,159.0,T,F,C,128.0,2017-06-08 00:00:00,Z,Nebraska,2017-01-31,Renewed,B,Z
190,3.0,G,J,7.0,4.0,1827,261,619752,190.0,T,E,C,-26.0,2017-01-05 00:00:00,E,Nebraska,2017-01-31,Renewed,B,B
191,2.0,A,B,7.0,2.0,4550,650,646959,425.0,T,F,D,-95.0,2016-10-28 00:00:00,E,Arkansas,2017-01-31,Renewed,C,C
192,3.0,B,L,7.0,3.0,2310,330,650763,143.0,T,F,C,-46.0,2016-12-16 00:00:00,E,Oklahoma,2017-01-31,Renewed,B,C
193,1.0,K,D,7.0,3.0,1680,240,651798,113.0,R,E,B,-77.0,2016-11-15 00:00:00,G,Oklahoma,2017-01-31,Renewed,A,G
194,1.0,A,Z,7.0,3.0,1680,240,654156,201.0,R,E,B,-46.0,2016-12-16 00:00:00,Z,Oklahoma,2017-01-31,Renewed,A,Z
195,1.0,K,F,7.0,3.0,1680,240,656409,38.0,R,D,B,-81.0,2016-11-11 00:00:00,Z,Oklahoma,2017-01-31,Renewed,B,Z
196,3.0,K,L,7.0,3.0,2695,385,658461,191.0,S,D,B,-43.0,2016-12-19 00:00:00,F,Oklahoma,2017-01-31,Renewed,A,D
197,2.0,K,C,7.0,3.0,1680,240,664560,63.0,ZZ,E,C,-78.0,2016-11-14 00:00:00,Z,Oklahoma,2017-01-31,Renewed,B,Z
198,1.0,K,B,7.0,4.0,1680,240,664680,112.0,R,E,C,-19.0,2017-01-12 00:00:00,Z,Oklahoma,2017-01-31,Renewed,C,Z
199,1.0,ZZ,F,7.0,5.0,1890,270,696339,0.0,U,ZZ,ZZ,13.0,2017-02-13 00:00:00,ZZ,Texas,2017-01-31,Renewed,ZZ,ZZ
200,4.0,A,I,7.0,3.0,2100,300,699306,505.0,T,G,C,-47.0,2016-12-15 00:00:00,G,Texas,2017-01-31,Renewed,B,D
201,1.0,ZZ,G,7.0,3.0,1680,240,714216,0.0,U,ZZ,ZZ,-48.0,2016-12-14 00:00:00,ZZ,Texas,2017-01-31,Renewed,ZZ,ZZ
202,3.0,A,A,7.0,4.0,5201,743,716088,332.0,S,H,D,-13.0,2017-01-18 00:00:00,G,Texas,2017-01-31,Renewed,D,E
203,3.0,A,A,7.0,4.0,5201,743,716145,437.0,S,H,D,-13.0,2017-01-18 00:00:00,G,Texas,2017-01-31,Renewed,D,E
204,3.0,A,C,7.0,4.0,5201,743,715485,619.0,S,H,D,-13.0,2017-01-18 00:00:00,G,Texas,2017-01-31,Renewed,D,E
205,3.0,E,L,7.0,2.0,2247,321,723219,195.0,T,F,B,-105.0,2016-10-18 00:00:00,E,Texas,2017-01-31,Renewed,A,C
206,ZZ,ZZ,ZZ,7.0,3.0,2100,300,746559,ZZ,ZZ,ZZ,ZZ,-47.0,2016-12-15 00:00:00,ZZ,Wyoming,2017-01-31,Renewed,ZZ,ZZ
207,2.0,H,C,7.0,6.0,4900,700,763245,987.0,U,G,D,34.0,2017-03-06 00:00:00,D,Arizona,2017-01-31,Renewed,D,A
208,4.0,ZZ,Z,7.0,4.0,1750,250,764538,0.0,R,ZZ,ZZ,-27.0,2017-01-04 00:00:00,ZZ,Arizona,2017-01-31,Renewed,ZZ,ZZ
209,1.0,J,B,7.0,6.0,10395,1485,784539,1538.0,U,J,D,62.0,2017-04-03 00:00:00,D,California,2017-01-31,Renewed,D,A
210,5.0,J,O,7.0,2.0,1960,280,794613,535.0,U,J,D,-112.0,2016-10-11 00:00:00,D,California,2017-01-31,Renewed,D,A
211,3.0,H,L,7.0,3.0,4200,600,806325,390.0,S,H,C,-50.0,2016-12-12 00:00:00,D,California,2017-01-31,Renewed,B,A
212,1.0,H,J,7.0,3.0,4200,600,806412,517.0,S,H,C,-50.0,2016-12-12 00:00:00,D,California,2017-01-31,Renewed,B,A
213,4.0,H,P,7.0,3.0,3990,570,806547,210.0,S,H,C,-50.0,2016-12-12 00:00:00,D,California,2017-01-31,Renewed,B,A
214,3.0,H,P,7.0,3.0,3500,500,806076,266.0,S,H,C,-50.0,2016-12-12 00:00:00,D,California,2017-01-31,Renewed,B,A
215,3.0,H,M,7.0,3.0,3150,450,812043,261.0,U,H,C,-50.0,2016-12-12 00:00:00,D,California,2017-01-31,Renewed,B,A
216,3.0,H,P,7.0,3.0,4921,703,819327,162.0,S,H,B,-64.0,2016-11-28 00:00:00,D,California,2017-01-31,Renewed,A,A
217,3.0,H,P,7.0,3.0,2352,336,820119,312.0,S,H,B,-57.0,2016-12-05 00:00:00,D,California,2017-01-31,Renewed,A,A
218,3.0,H,Q,7.0,3.0,5334,762,821445,412.0,S,H,B,-46.0,2016-12-16 00:00:00,D,California,2017-01-31,Renewed,A,A
219,3.0,H,P,7.0,2.0,2940,420,821640,229.0,S,H,B,-90.0,2016-11-02 00:00:00,D,California,2017-01-31,Renewed,A,A
221,3.0,F,P,7.0,4.0,1953,279,843135,241.0,S,G,B,-11.0,2017-01-20 00:00:00,E,California,2017-01-31,Renewed,A,D
222,4.0,E,Q,7.0,4.0,3955,565,852108,110.0,U,F,B,-8.0,2017-01-23 00:00:00,E,California,2017-01-31,Renewed,A,D
223,1.0,ZZ,E,7.0,4.0,1680,240,876273,0.0,U,ZZ,ZZ,-12.0,2017-01-19 00:00:00,ZZ,Oregon,2017-01-31,Renewed,ZZ,ZZ
224,3.0,G,H,7.0,2.0,1680,240,892800,403.0,T,F,C,-110.0,2016-10-13 00:00:00,E,Washington,2017-01-31,Renewed,C,D
225,1.0,A,F,7.0,2.0,1960,280,910896,217.0,R,F,D,-103.0,2016-10-20 00:00:00,Z,Oklahoma,2017-01-31,Renewed,C,Z
226,5.0,ZZ,Z,7.0,4.0,1680,240,930159,0.0,R,ZZ,ZZ,-7.0,2017-01-24 00:00:00,ZZ,Virginia,2017-01-31,Renewed,ZZ,ZZ
227,3.0,J,K,7.0,5.0,3150,450,933987,461.0,S,J,C,23.0,2017-02-23 00:00:00,G,Florida,2017-01-31,Renewed,C,E
228,2.0,K,Z,7.0,2.0,1680,240,955056,38.0,R,F,C,-111.0,2016-10-12 00:00:00,E,Texas,2017-01-31,Renewed,A,C
229,ZZ,ZZ,ZZ,7.0,3.0,1925,275,1026807,ZZ,ZZ,ZZ,ZZ,-43.0,2016-12-19 00:00:00,ZZ,Texas,2017-01-31,Renewed,ZZ,ZZ
230,1.0,A,F,7.0,4.0,1680,240,1112445,333.0,T,E,C,-11.0,2017-01-20 00:00:00,E,Oklahoma,2017-01-31,Renewed,B,C
231,ZZ,ZZ,ZZ,7.0,2.0,1680,240,1113459,ZZ,ZZ,ZZ,ZZ,-112.0,2016-10-11 00:00:00,ZZ,Idaho,2017-01-31,Renewed,ZZ,ZZ
232,2.0,B,J,7.0,3.0,2030,290,1186776,144.0,S,C,B,-46.0,2016-12-16 00:00:00,G,Oklahoma,2017-01-31,Renewed,A,E
233,1.0,D,G,7.0,3.0,2800,400,2108322,356.0,S,H,C,-49.0,2016-12-13 00:00:00,F,New Mexico,2017-01-31,Renewed,B,H
234,4.0,B,C,7.0,4.0,1680,240,2112198,122.0,R,B,D,-13.0,2017-01-18 00:00:00,Z,Oklahoma,2017-01-31,Renewed,D,Z
235,2.0,D,J,7.0,3.0,1680,240,2117151,101.0,R,A,C,-78.0,2016-11-14 00:00:00,F,Washington,2017-01-31,Renewed,C,D
236,1.0,F,E,7.0,4.0,2695,385,2123130,253.0,U,H,C,-13.0,2017-01-18 00:00:00,G,Tennessee,2017-01-31,Renewed,B,D
237,3.0,A,A,7.0,4.0,5201,743,2986212,760.0,S,H,D,-13.0,2017-01-18 00:00:00,G,Texas,2017-01-31,Renewed,D,E
238,1.0,ZZ,D,7.0,2.0,1680,240,3111063,0.0,T,ZZ,ZZ,-91.0,2016-11-01 00:00:00,ZZ,Washington,2017-01-31,Renewed,ZZ,ZZ
239,ZZ,ZZ,ZZ,7.0,3.0,1680,240,3228924,ZZ,ZZ,ZZ,ZZ,-43.0,2016-12-19 00:00:00,ZZ,Texas,2017-01-31,Renewed,ZZ,ZZ
240,5.0,ZZ,O,7.0,5.0,1680,240,3419313,0.0,S,ZZ,ZZ,0.0,2017-01-31 00:00:00,ZZ,North Carolina,2017-01-31,Renewed,ZZ,ZZ
241,3.0,ZZ,L,7.0,2.0,1680,240,3428307,0.0,S,ZZ,ZZ,-92.0,2016-10-31 00:00:00,ZZ,Florida,2017-01-31,Renewed,ZZ,ZZ
242,3.0,F,I,7.0,3.0,3500,500,3501987,375.0,U,H,C,-54.0,2016-12-08 00:00:00,G,North Carolina,2017-01-31,Renewed,C,E
243,3.0,E,E,7.0,3.0,5950,850,3614937,531.0,T,E,D,-50.0,2016-12-12 00:00:00,E,Alabama,2017-01-31,Renewed,C,C
244,5.0,D,I,7.0,11.0,1680,240,3703119,100.0,R,D,C,-507.0,2015-09-12 00:00:00,E,Iowa,2017-01-31,Renewed,C,B
246,ZZ,ZZ,ZZ,7.0,3.0,2450,350,4594677,ZZ,ZZ,ZZ,ZZ,-71.0,2016-11-21 00:00:00,ZZ,Louisiana,2017-01-31,Renewed,ZZ,ZZ
247,ZZ,ZZ,ZZ,7.0,3.0,1680,240,5144241,ZZ,ZZ,ZZ,ZZ,-78.0,2016-11-14 00:00:00,ZZ,Indiana,2017-01-31,Renewed,ZZ,ZZ
248,ZZ,ZZ,ZZ,7.0,4.0,2205,315,5550408,ZZ,ZZ,ZZ,ZZ,-28.0,2017-01-03 00:00:00,ZZ,Arizona,2017-01-31,Renewed,ZZ,ZZ
249,ZZ,ZZ,ZZ,7.0,3.0,4200,600,5669769,ZZ,ZZ,ZZ,ZZ,-50.0,2016-12-12 00:00:00,ZZ,California,2017-01-31,Renewed,ZZ,ZZ
250,ZZ,ZZ,ZZ,7.0,3.0,5530,790,6137043,ZZ,ZZ,ZZ,ZZ,-50.0,2016-12-12 00:00:00,ZZ,California,2017-01-31,Renewed,ZZ,ZZ
251,ZZ,ZZ,ZZ,7.0,3.0,1680,240,6552399,ZZ,ZZ,ZZ,ZZ,-55.0,2016-12-07 00:00:00,ZZ,Alabama,2017-01-31,Renewed,ZZ,ZZ
252,ZZ,ZZ,ZZ,7.0,3.0,1680,240,6606108,ZZ,ZZ,ZZ,ZZ,-84.0,2016-11-08 00:00:00,ZZ,Alabama,2017-01-31,Renewed,ZZ,ZZ
254,ZZ,ZZ,ZZ,7.0,4.0,1680,240,6946947,ZZ,ZZ,ZZ,ZZ,-21.0,2017-01-10 00:00:00,ZZ,Florida,2017-01-31,Renewed,ZZ,ZZ
255,ZZ,ZZ,ZZ,7.0,4.0,4200,600,7087590,ZZ,ZZ,ZZ,ZZ,-1.0,2017-01-30 00:00:00,ZZ,Alabama,2017-01-31,Renewed,ZZ,ZZ
256,ZZ,ZZ,ZZ,7.0,3.0,2170,310,7178238,ZZ,ZZ,ZZ,ZZ,-48.0,2016-12-14 00:00:00,ZZ,Georgia,2017-01-31,Renewed,ZZ,ZZ
257,4.0,K,Q,7.0,3.0,3010,430,9997191,257.0,S,K,C,-50.0,2016-12-12 00:00:00,Z,California,2017-01-31,Renewed,B,Z
258,4.0,K,Q,7.0,8.0,5600,800,16263363,0.0,S,K,ZZ,148.0,2017-06-28 00:00:00,Z,Texas,2017-01-31,Renewed,B,Z
259,3.0,ZZ,I,7.0,6.0,1680,240,22908,0.0,S,ZZ,ZZ,70.0,2017-04-11 00:00:00,ZZ,Massachusetts,2017-01-31,Renewed,ZZ,ZZ
260,3.0,C,D,7.0,3.0,2002,286,100335,0.0,T,H,C,-49.0,2016-12-13 00:00:00,G,West Virginia,2017-01-31,Renewed,C,D
261,3.0,ZZ,L,7.0,3.0,4550,650,111804,0.0,U,ZZ,ZZ,-46.0,2016-12-16 00:00:00,ZZ,North Carolina,2017-01-31,Renewed,ZZ,ZZ
263,4.0,D,C,7.0,3.0,5425,775,122652,571.0,T,H,D,-48.0,2016-12-14 00:00:00,G,North Carolina,2017-01-31,Renewed,D,D
265,3.0,D,A,7.0,3.0,1680,240,122817,217.0,R,H,D,-71.0,2016-11-21 00:00:00,G,North Carolina,2017-01-31,Renewed,D,D
266,3.0,D,A,7.0,3.0,4340,620,123132,597.0,T,H,D,-71.0,2016-11-21 00:00:00,G,North Carolina,2017-01-31,Renewed,D,D
267,ZZ,ZZ,ZZ,7.0,3.0,1680,240,123303,ZZ,ZZ,ZZ,ZZ,-43.0,2016-12-19 00:00:00,ZZ,North Carolina,2017-01-31,Renewed,ZZ,ZZ
269,2.0,E,G,7.0,3.0,4480,640,124944,413.0,R,H,D,-49.0,2016-12-13 00:00:00,G,North Carolina,2017-01-31,Renewed,C,D
270,1.0,ZZ,F,7.0,2.0,1820,260,133935,0.0,U,ZZ,ZZ,-97.0,2016-10-26 00:00:00,ZZ,South Carolina,2017-01-31,Renewed,ZZ,ZZ
271,1.0,G,K,7.0,4.0,2800,400,153366,436.0,S,H,C,-12.0,2017-01-19 00:00:00,G,Georgia,2017-01-31,Renewed,B,E
272,4.0,G,P,7.0,3.0,2856,408,153678,153.0,ZZ,H,C,-53.0,2016-12-09 00:00:00,G,Georgia,2017-01-31,Renewed,B,E
273,1.0,E,F,7.0,3.0,4200,600,161913,362.0,R,D,C,-48.0,2016-12-14 00:00:00,E,Georgia,2017-01-31,Renewed,B,C
274,1.0,D,F,7.0,4.0,5425,775,175446,426.0,T,F,C,-5.0,2017-01-26 00:00:00,E,Florida,2017-01-31,Renewed,B,C
275,3.0,ZZ,J,7.0,5.0,1750,250,179094,0.0,U,ZZ,ZZ,6.0,2017-02-06 00:00:00,ZZ,Florida,2017-01-31,Renewed,ZZ,ZZ
276,1.0,F,B,7.0,2.0,2030,290,182967,266.0,R,G,D,-138.0,2016-09-15 00:00:00,G,Florida,2017-01-31,Renewed,B,D
277,3.0,J,I,7.0,5.0,7700,1100,190608,966.0,ZZ,J,C,16.0,2017-02-16 00:00:00,G,Florida,2017-01-31,Renewed,C,E
278,3.0,J,J,7.0,4.0,2786,398,196101,300.0,U,J,C,-13.0,2017-01-18 00:00:00,G,Florida,2017-01-31,Renewed,C,E
279,1.0,E,E,7.0,3.0,2310,330,227850,194.0,T,F,C,-46.0,2016-12-16 00:00:00,H,Alabama,2017-01-31,Renewed,B,E
280,3.0,G,O,7.0,4.0,3654,522,229539,292.0,R,H,B,-1.0,2017-01-30 00:00:00,G,Alabama,2017-01-31,Renewed,A,E
281,4.0,G,Q,7.0,4.0,2296,328,229626,198.0,R,H,B,-1.0,2017-01-30 00:00:00,G,Alabama,2017-01-31,Renewed,A,E
282,2.0,G,L,7.0,4.0,4116,588,230463,235.0,S,H,B,-1.0,2017-01-30 00:00:00,G,Alabama,2017-01-31,Renewed,A,E
283,ZZ,ZZ,ZZ,7.0,11.0,1680,240,232797,ZZ,ZZ,ZZ,ZZ,-680.0,2015-03-23 00:00:00,ZZ,Alabama,2017-01-31,Renewed,ZZ,ZZ
284,2.0,K,A,7.0,5.0,1680,240,236547,311.0,R,F,D,10.0,2017-02-10 00:00:00,F,Alabama,2017-01-31,Renewed,D,C
285,3.0,ZZ,L,7.0,4.0,1750,250,239625,0.0,U,ZZ,ZZ,-18.0,2017-01-13 00:00:00,ZZ,Alabama,2017-01-31,Renewed,ZZ,ZZ
286,2.0,I,J,7.0,3.0,2940,420,257100,144.0,U,H,C,-42.0,2016-12-20 00:00:00,G,Tennessee,2017-01-31,Renewed,B,E
287,ZZ,ZZ,ZZ,7.0,5.0,2660,380,266874,ZZ,ZZ,ZZ,ZZ,15.0,2017-02-15 00:00:00,ZZ,Mississippi,2017-01-31,Renewed,ZZ,ZZ
288,1.0,K,B,7.0,4.0,1890,270,267795,180.0,R,E,C,-11.0,2017-01-20 00:00:00,D,Mississippi,2017-01-31,Renewed,B,B
289,5.0,ZZ,O,7.0,4.0,3150,450,281742,0.0,ZZ,ZZ,ZZ,-13.0,2017-01-18 00:00:00,ZZ,Kentucky,2017-01-31,Renewed,ZZ,ZZ
290,ZZ,ZZ,ZZ,7.0,6.0,2002,286,283740,ZZ,ZZ,ZZ,ZZ,69.0,2017-04-10 00:00:00,ZZ,Kentucky,2017-01-31,Renewed,ZZ,ZZ
291,4.0,ZZ,N,7.0,3.0,2485,355,291750,0.0,ZZ,ZZ,ZZ,-53.0,2016-12-09 00:00:00,ZZ,Kentucky,2017-01-31,Renewed,ZZ,ZZ
292,3.0,C,H,7.0,3.0,4200,600,293883,493.0,R,H,D,-56.0,2016-12-06 00:00:00,G,Kentucky,2017-01-31,Renewed,D,D
293,1.0,A,E,7.0,5.0,2317,331,300333,231.0,R,F,D,1.0,2017-02-01 00:00:00,E,Kentucky,2017-01-31,Renewed,D,C
294,1.0,A,B,7.0,6.0,4620,660,300525,440.0,R,F,D,31.0,2017-03-03 00:00:00,E,Kentucky,2017-01-31,Renewed,D,C
295,2.0,E,E,7.0,2.0,2590,370,311445,599.0,T,B,D,-92.0,2016-10-31 00:00:00,H,Ohio,2017-01-31,Renewed,D,C
296,2.0,K,L,7.0,3.0,1680,240,374256,95.0,T,E,B,-50.0,2016-12-12 00:00:00,H,Indiana,2017-01-31,Renewed,A,Z
297,ZZ,ZZ,ZZ,7.0,4.0,2688,384,412788,ZZ,ZZ,ZZ,ZZ,-4.0,2017-01-27 00:00:00,ZZ,Michigan,2017-01-31,Renewed,ZZ,ZZ
298,3.0,ZZ,G,7.0,4.0,1890,270,417660,0.0,ZZ,ZZ,ZZ,-14.0,2017-01-17 00:00:00,ZZ,Michigan,2017-01-31,Renewed,ZZ,ZZ
299,5.0,ZZ,O,7.0,4.0,1680,240,442014,0.0,S,ZZ,ZZ,-7.0,2017-01-24 00:00:00,ZZ,Wisconsin,2017-01-31,Renewed,ZZ,ZZ
300,3.0,F,N,7.0,3.0,2800,400,442725,141.0,S,G,B,-50.0,2016-12-12 00:00:00,H,Wisconsin,2017-01-31,Renewed,A,C
302,5.0,ZZ,N,7.0,3.0,1680,240,486885,0.0,T,ZZ,ZZ,-35.0,2016-12-27 00:00:00,ZZ,Minnesota,2017-01-31,Renewed,ZZ,ZZ
303,5.0,D,O,7.0,5.0,1680,240,500475,5.0,R,G,B,21.0,2017-02-21 00:00:00,H,North Dakota,2017-01-31,Renewed,B,C
304,5.0,A,J,7.0,3.0,1680,240,502884,31.0,R,E,B,-78.0,2016-11-14 00:00:00,E,North Dakota,2017-01-31,Renewed,C,B
305,2.0,G,L,7.0,5.0,3500,500,529881,437.0,S,H,C,3.0,2017-02-03 00:00:00,H,Illinois,2017-01-31,Renewed,B,H
306,1.0,ZZ,G,7.0,5.0,1680,240,539550,0.0,U,ZZ,ZZ,21.0,2017-02-21 00:00:00,ZZ,Illinois,2017-01-31,Renewed,ZZ,ZZ
307,3.0,ZZ,L,7.0,4.0,1680,240,545553,0.0,U,ZZ,ZZ,-14.0,2017-01-17 00:00:00,ZZ,Illinois,2017-01-31,Renewed,ZZ,ZZ
308,ZZ,ZZ,ZZ,7.0,3.0,1680,240,552777,ZZ,ZZ,ZZ,ZZ,-60.0,2016-12-02 00:00:00,ZZ,Illinois,2017-01-31,Renewed,ZZ,ZZ
309,4.0,D,I,7.0,2.0,1680,240,575139,319.0,U,G,C,-116.0,2016-10-07 00:00:00,G,Missouri,2017-01-31,Renewed,C,B
310,ZZ,ZZ,ZZ,7.0,3.0,1750,250,584763,ZZ,ZZ,ZZ,ZZ,-64.0,2016-11-28 00:00:00,ZZ,Missouri,2017-01-31,Renewed,ZZ,ZZ
311,3.0,K,A,7.0,3.0,2800,400,587745,265.0,R,F,D,-76.0,2016-11-16 00:00:00,Z,Missouri,2017-01-31,Renewed,D,Z
312,4.0,C,J,7.0,3.0,1680,240,607398,163.0,R,C,C,-57.0,2016-12-05 00:00:00,E,Kansas,2017-01-31,Renewed,B,B
313,3.0,G,J,7.0,4.0,1820,260,619797,172.0,T,E,C,-26.0,2017-01-05 00:00:00,E,Nebraska,2017-01-31,Renewed,B,B
314,3.0,ZZ,L,7.0,3.0,1680,240,620784,0.0,U,ZZ,ZZ,-48.0,2016-12-14 00:00:00,ZZ,Louisiana,2017-01-31,Renewed,ZZ,ZZ
315,1.0,ZZ,A,7.0,6.0,2212,316,632559,0.0,U,ZZ,ZZ,41.0,2017-03-13 00:00:00,ZZ,Louisiana,2017-01-31,Renewed,ZZ,ZZ
316,1.0,ZZ,F,7.0,3.0,1890,270,633033,0.0,U,ZZ,ZZ,-89.0,2016-11-03 00:00:00,ZZ,Louisiana,2017-01-31,Renewed,ZZ,ZZ
317,2.0,ZZ,H,7.0,3.0,1680,240,636426,0.0,ZZ,ZZ,ZZ,-85.0,2016-11-07 00:00:00,ZZ,Louisiana,2017-01-31,Renewed,ZZ,ZZ
318,3.0,C,D,7.0,2.0,2450,350,639582,235.0,R,G,C,-95.0,2016-10-28 00:00:00,C,Louisiana,2017-01-31,Renewed,C,A
320,ZZ,ZZ,ZZ,7.0,3.0,1680,240,656385,ZZ,ZZ,ZZ,ZZ,-42.0,2016-12-20 00:00:00,ZZ,Oklahoma,2017-01-31,Renewed,ZZ,ZZ
321,1.0,K,Z,7.0,4.0,1680,240,657342,126.0,ZZ,D,B,-20.0,2017-01-11 00:00:00,E,Oklahoma,2017-01-31,Renewed,A,C
322,2.0,D,D,7.0,3.0,2100,300,661893,341.0,ZZ,G,D,-57.0,2016-12-05 00:00:00,G,Oklahoma,2017-01-31,Renewed,C,D
323,2.0,K,C,7.0,2.0,1680,240,662244,172.0,R,F,C,-103.0,2016-10-20 00:00:00,Z,Oklahoma,2017-01-31,Renewed,B,Z
324,1.0,C,B,7.0,3.0,3500,500,662439,291.0,R,C,C,-35.0,2016-12-27 00:00:00,Z,Oklahoma,2017-01-31,Renewed,B,Z
326,2.0,K,H,7.0,2.0,1680,240,674151,50.0,R,E,C,-105.0,2016-10-18 00:00:00,E,Texas,2017-01-31,Renewed,B,C
329,5.0,K,J,7.0,2.0,2800,400,687747,239.0,R,E,C,-145.0,2016-09-08 00:00:00,E,Texas,2017-01-31,Renewed,B,C
330,4.0,A,I,7.0,3.0,3920,560,699264,391.0,T,G,C,-47.0,2016-12-15 00:00:00,G,Texas,2017-01-31,Renewed,B,D
331,ZZ,ZZ,ZZ,7.0,4.0,5201,743,716127,ZZ,ZZ,ZZ,ZZ,-13.0,2017-01-18 00:00:00,ZZ,Texas,2017-01-31,Renewed,ZZ,ZZ
332,3.0,A,A,7.0,4.0,5201,743,716163,692.0,S,H,D,-13.0,2017-01-18 00:00:00,G,Texas,2017-01-31,Renewed,D,E
333,3.0,I,G,7.0,4.0,1680,240,720072,213.0,U,J,C,-13.0,2017-01-18 00:00:00,G,Texas,2017-01-31,Renewed,C,E
334,3.0,E,F,7.0,3.0,1680,240,744882,71.0,R,D,C,-53.0,2016-12-09 00:00:00,E,Colorado,2017-01-31,Renewed,B,C
335,ZZ,ZZ,ZZ,7.0,3.0,1925,275,746553,ZZ,ZZ,ZZ,ZZ,-47.0,2016-12-15 00:00:00,ZZ,Wyoming,2017-01-31,Renewed,ZZ,ZZ
337,1.0,ZZ,B,7.0,2.0,3325,475,762219,0.0,U,ZZ,ZZ,-98.0,2016-10-25 00:00:00,ZZ,Arizona,2017-01-31,Renewed,ZZ,ZZ
339,2.0,J,G,7.0,4.0,3150,450,780849,323.0,U,J,C,-8.0,2017-01-23 00:00:00,D,Nevada,2017-01-31,Renewed,B,A
340,3.0,J,L,7.0,3.0,2765,395,782016,125.0,U,J,C,-35.0,2016-12-27 00:00:00,D,Nevada,2017-01-31,Renewed,B,A
341,4.0,F,N,7.0,3.0,1680,240,791889,148.0,S,D,B,-75.0,2016-11-17 00:00:00,E,California,2017-01-31,Renewed,A,D
342,5.0,H,M,7.0,3.0,2380,340,792876,421.0,S,G,C,-83.0,2016-11-09 00:00:00,D,California,2017-01-31,Renewed,B,A
343,1.0,H,J,7.0,3.0,2240,320,806532,296.0,S,H,C,-50.0,2016-12-12 00:00:00,D,California,2017-01-31,Renewed,B,A
344,1.0,J,H,7.0,4.0,3325,475,809769,554.0,U,I,C,-28.0,2017-01-03 00:00:00,D,California,2017-01-31,Renewed,C,A
345,3.0,H,M,7.0,3.0,2625,375,812037,306.0,U,H,C,-50.0,2016-12-12 00:00:00,D,California,2017-01-31,Renewed,B,A
346,5.0,H,H,7.0,3.0,4774,682,813417,562.0,S,H,C,-89.0,2016-11-03 00:00:00,D,California,2017-01-31,Renewed,C,A
347,2.0,F,L,7.0,11.0,2205,315,816036,328.0,S,F,C,-879.0,2014-09-05 00:00:00,E,California,2017-01-31,Renewed,B,D
348,3.0,H,P,7.0,3.0,5796,828,819312,296.0,S,H,B,-57.0,2016-12-05 00:00:00,D,California,2017-01-31,Renewed,A,A
349,4.0,H,Q,7.0,2.0,4305,615,821022,55.0,S,H,B,-132.0,2016-09-21 00:00:00,D,California,2017-01-31,Renewed,A,A
350,3.0,H,Q,7.0,3.0,3325,475,821439,91.0,S,H,B,-60.0,2016-12-02 00:00:00,D,California,2017-01-31,Renewed,A,A
351,3.0,H,P,7.0,3.0,2800,400,821601,317.0,S,H,B,-60.0,2016-12-02 00:00:00,D,California,2017-01-31,Renewed,A,A
